0,pubid,applicants,title,fieldWords,funcWords,problemWords,techWords,similar
206,CN85200234U,山东大学,吞水音图描记仪,水音|医用|描记,简单小大|具有简单|简单小便于|简单便于|成本低便于|构造简单|用构造简单|构造简单小|本实用简单|构造简单低|成本低|简单低|实用简单|简单小|简单便|实用便于|有成本低|简单小高|新便于|低便于携带|用便于携带|简单成本小|简单成本|本简单便于|本简单低|简单带|体积小携带|本便于携带|实用小|单成本低|用成本低|简单低便于|单体积小|成本低小|体积小|本用简单|简单体|实用成本低|构简单|本简单小|体积小便于|小便于携带|简单成本低|本简单带|简单小少|简单低小|构造成本低|简单体积小|简单携带|有构造简单|简单小光|成本低携带|成本低的|成本小,,医用,50.0
207,CN85200308U,中国科学院声学研究所,高温声发射传感器,锆钛酸|灵敏|PZT|传感器|元件|水声|温度|医疗|100|压电材料|工业|陶瓷片|高温|广泛|发射|厚度,结构简单|明简单|明结构简单|本结构简单,,锆钛酸|灵敏|PZT|元件|水声|温度|医疗|100|压电材料|工业|陶瓷片|高温|广泛|传感器|厚度,50.0
208,CN85200137U,沈其工,安全电热褥,电热丝|电热|家用|绝缘电热|安全|物品|金属|电热毯,安全有|保安全|人身安全,,电热丝|电热|家用|绝缘电热|物品|金属|电热毯,50.0
209,CN85200468U,湖南大学,多能冰箱,冰箱|干式,操方便|结构简单|构简单,,干式|吸收式,50.0
210,CN85200327U,北京工业学院,一种液体冷却的固体激光器激光头,固体激光器|激光头|液体冷却,,,固体激光器|激光头,50.0
211,CN85200905U,中山医学院$$中山医学院第一附属医院,微机化增强型体外反搏装置,体外反搏|增强型|物理疗法,,,物理疗法,50.0
212,CN85200099U,石油化工科学研究院,变速调压式循环剪切器,剪切器|元件|涂料|剪切|法制|调压式|变速|油墨|分散|润滑脂|研磨|分散设备|胶体|循环|牙膏,具有简单|灵活优|构简单方便|切方便|简单便|简单剪切|有简单灵活|好灵活方便|有结构简单|简单操|简单灵活|结构方便|有简单方便|简单好方便|灵活方便|结构简单|操作方便|简单操方便|构简单|简单方便|效果好|简单好|操方便|有灵活方便|简单好操,,元件|涂料|剪切|法制|油墨|循环|分散|润滑脂|研磨|分散设备|胶体|牙膏,50.0
213,CN85200023U,清华大学,单板机直接数字控制外延设备,单板机|数字控制|外延,设备简单|操方便|用生产过程|设简单|设备机|备简单|操作方便|高分辨率|本用简单|生产过程|简单输入|广泛应用,,,50.0
214,CN85200338U,颜孟秋,倒套圆筒式火焰筒渣油燃烧器,火焰筒|工业炉|内燃式|渣油|燃烧器|圆筒式|连续,,,工业炉|内燃式|火焰|连续,50.0
215,CN85200232U,张家铜,自动保持液面高度墨水瓶,盛放|办公|书写墨水|自动保持|学习|墨水瓶|液面高度,稳定性高|稳定性高广|通简单|稳定性|利用简单,,学习|盛放|办公|书写墨水,50.0
216,CN85200034U,清华大学$$洛阳建材机械厂,具有异槽式绕组的相位补偿机,槽式|相位补偿|绕组,改善率|改善功率,,,50.0
217,CN85200159U,沈阳潜水泵厂,石棉铁导轴承和止推盘磨擦片,润滑型|生产|导轴承|元素|石棉|缺点|污染环境|铸造过程|青铜|铸造|加工而成|机械|人身|危害|潜水电机|溢出|推盘|轴承,,,润滑型|生产|导轴承|污染环境|缺点|铸造过程|青铜|铸造|加工而成|机械|人身|危害|潜水电机|溢出|元素|轴承,50.0
218,CN85200119U,浙江大学,一种高效率的无磁制冷机,磁制冷机|高效率,高效制|高效无|低高效|高效率|高效制冷|效率无,,,50.0
219,CN85200098U,武汉大学,二级混合泵,喷咀|工作|混合泵|混合|耐腐蚀|流体压力|喷射泵|二级|玻璃制作|材料|金属,,,流体压力|工作|金属|耐腐蚀,50.0
220,CN85200131U,南京工学院,一种低高压驱动器,驱动器|高压,功耗抗干扰|工艺简单|抗干扰,,,50.0
221,CN85200170U,中国科学院金属研究所$$浙江水电设计院钻探器材配件厂,一种耐磨损减震的单螺杆泵,耐磨损|单螺杆泵,显著提高|改进单|显著提|性能高|耐磨性|显著高|提高小,,,50.0
222,CN85200031U,清华大学,带热管的热电空调器,热源|热管|空调器|电器件|冷源|热电|温差|半导体,提利用率|提高能|能利用率|提高电能|提高率|提高利用率|提高用,,热源|热管|空调器|电器件|冷源|温差|半导体,50.0
223,CN85200075U,梧州市日用五金厂,500毫升玻璃瓶罐头容器的卷开盖,50|玻璃瓶|罐头|容器,避免能|获得准确|避免致|深度准确|能准确,,玻璃瓶|罐头,50.0
224,CN85200022U,清华大学,单板机通用控制器,控制|微型机|检测|控制器|通用|高等院校|计算机控制|单板机|信号检测,用户方便|安装方便|装方便|强能力|监测方便|维修方便|安装较方便|调方便|抗干扰能力|较方便|实用检测|抗干扰|用较方便|调试方便|加强能力|强耐好|用广泛应用|修方便,,控制|微型机|检测|计算机控制|高等院校|信号检测,50.0
225,CN85200442U,核工业部电机运行技术开发公司,同步电机的继电组合型断电失步保护装置,保护装置|同步电机|失步|电动机|继电|电工|相机|变配电|备用电源|断电|组合型|同步,适用范围广|灵活范围广|灵活优|灵活适用|保安全|组合灵活|范围广等|灵活用|动作可靠|可自动|范围广|动灵活|灵活范围,,电动机|失步|电工|相机|变配电|备用电源|断电|同步,50.0
226,CN85200368U,中国科学院科学仪器厂,一种通用型直热式六硼化镧阴极,直热式|电子源|阴极|六硼化|通用型,具有简单|有结构简单|成本低强|置结构简单|成本低等|易于加工|成本强|成本优|装结构简单|成本低|通用性强|通用性|本结构简单|成本性|成本低优|结构简单|构简单|装置简单,,电子源,50.0
227,CN85200114U,浙江大学,无泵溴化锂吸收式制冷机,制冷机|WF|公司|生产|吸收式|小型制冷|23|溴化锂|无泵|日本|00|400|5KW,发生器|降低水温|降低水,,公司|WF|生产|吸收式|小型制冷|23|S2|溴化锂|无泵|日本|00|400|5KW,50.0
228,CN85200085U,李继同,一种外注式单体液压支柱,外注式|单体|液压支柱|采煤工作面|顶板,简化工艺|减少环节|实用适用|降低成本|降成本|低成本|本实用适用|实用高|构简单|简化结构|结构简单|简化环节,,采煤工作面|顶板,50.0
229,CN85200133U,南京工学院,绘制斜轴测投影图的专用计算尺,投影图|绘制|学界|计算尺|斜轴|专用|绘图|计算,方便地|行准确|方便地收|准确计算|方便迅速|方便准确|方便地放|参数方便|方便速准确|任意方便|形状准确|方便地升|方便地输|行方便|方便地访|任意准确|参数准确|方便地测|方便地育|迅速准确|方便地计算|方便计算|方便地撑|方便计,,计算|绘图|专用|学界,50.0
230,CN85200084U,李起山,水封水压炮孔爆破水套,爆破|炮孔|水封|水压,降低直径|方便做|方便操|节省时间|加安全|加安全方便|处理方便|降低度|降低浓度|加方便|降低粉尘|节省时,,爆破|炮孔,50.0
231,CN85200395U,天津师范大学,自动开机无钟报时收音、收录机,自动开机|发明|收录机|收音|报时,增加时,,收音机,50.0
232,CN85200474U,刘爱国,一种双组三接点钨丝灯泡及灯头,钨丝灯|接点|灯头|双组,实用增|新增加|灯寿命|实用增加|提高寿命|提高用,,,50.0
233,CN85200466U,孙克恂,墙壁暗装式灯泡延寿节能开关,延寿|暗装式|节能|灯泡,用节省电能|和节省|灯寿命|节省电能|避免过|使用寿命,,延寿|灯泡|照明|暗装式,50.0
234,CN85200497U,长沙矿山研究院,管式膨涨螺栓,管式|螺栓|固定,安装方便|装方便|固紧强|实用方便|提性能|本实用方便|实用安装|提出方便|方便性能|方便性能好|方便好|新型方便|实用好,,固定,50.0
235,CN85200452U,机械工业部北京起重运输机械研究所$$唐山冶金矿山机械厂,下运带式输送机制动装置,特别|带式输送机|煤矿井下|制动|场合|防爆|大型,能自动控制,,特别|带式输送机|煤矿井下|制动|场合|防爆|大型,50.0
236,CN85200266U,南京工学院$$南京分析仪器厂,质谱计与真空计复合电源,真空计|质谱|复合电源|真空度测量,用真空度|准确点|真空度|用准确性|量准确|度准确性,,小型|真空度测量,50.0
237,CN85200521U,中国科学院自动化研究所,低漏率快速电磁阀,漏率|快速|电磁阀|驱动|电磁力,功耗体积小|高体积小|工作可靠|体积小,,驱动|电磁力,50.0
238,CN85200028U,清华大学,花格式太阳墙,太阳墙|采暖|被动式|太阳房|被动|格式,性能好,,被动式|被动|太阳房|采暖,50.0
239,CN85200117U,浙江大学,一种新型脑电图测量电极,重要|容易|电极|电传感器|测量电极|医用生物|脑电测量|电极结构|传递|传感元件|新型|固定|微弱|性能|脑电信号|脑电图,可自动|固紧强|利用性,,重要|容易|电极|电传感器|测量电极|医用生物|脑电测量|电极结构|传递|传感元件|固定|微弱|性能|脑电信号|脑电图,50.0
240,CN85200230U,济南峨嵋滑动水口厂,一种滑动水口阀,关注|时用|滑动水口|液体金属,实结构简单|滑结构简单|动结构简单|使用方便|制造简单|用结构简单|制结构简单|本实用简单|方便动|本结构简单|构简单|滑动简单|本用简单|结构简单|实用简单|方便滑,,,50.0
241,CN85200161U,张平生$$张千,家用空调煤炉,煤炉|家用空调,避免内|室内污染|能充分利用|内污染|节约能源,,家用,50.0
242,CN85200087U,李道宏,空气分布装置,空气调节|采暖|安装|通风|空气分布|屋顶,节省费|其优点是,,空气调节|采暖|安装|通风|空气分布|屋顶,50.0
243,CN85200337U,黎正中,曲柄圆滑块往复活塞式内燃机,往复活塞式|圆滑块|内燃机|曲柄,简单小大|具有简单|简单重量轻|结构效率|效率优|重量轻高|简单轻|简单效率|简单小|往复运动|简单小高|重量轻|体积小高|小效率高|体积小重量|简单高小|有结构简单|简单振动小|结构体|简单高广|效率高|效率高优|机结构简单|单体积小|体积小效率|重量轻小|体积小|体积小轻|简单体|结构简单|构简单|简单振动|简单效率高|机简单|简单小少|简单率|小重量轻|简单体积小|简单重|结构效率高|简单小光|简单高|效率高小|简单高少,,往复活塞式|无连杆,50.0
244,CN85200470U,潘振平,胡椒粉碎器,粉碎器|胡椒|日常,装方便|方便省|使用方便,,日常,50.0
245,CN85200001U,航天工业部第二研究院二八四厂,杯式感冒理疗器,物理疗法|感冒|理疗器|医用|杯式,发生器|简单能|简单产生|简单制|简单发生|简单计|采用简单|本实用适用|简单结构|简单设计,,物理疗法|医用,50.0
246,CN85200089U,章维新,家用燃气快速热水器,燃气|热水器|家用|快速,方便连续|方便时|能方便|方便及时|方便充足|方便续,,家用,50.0
247,CN85200224U,刘雪华,一种石英玻璃远红外管加热装置,用电|管加热|石英玻璃|远红外,,,用电|管加热|石英玻璃|远红外,50.0
248,CN85200134U,南京工学院,铝栅MOS/双极复合功率管,复合|MOS|铝栅|集成|功率管,大功率,,集成,50.0
249,CN85200122U,西安交通大学,大型交流电机定子线棒的新结构,导线回路|大型|交流电机|漏磁通|附加|单元|定子线棒|换位|引起|导线|循环电流,单元降低|流结构|降低水|降低水平,,导线回路|大型|交流电机|漏磁通|附加|单元|定子线棒|换位|引起|导线|循环电流,50.0
250,CN85200045U,清华大学,封装二极管式毫米波宽带检波器,二极管式|宽带|封装|毫米波|检波器,成本低等|改善灵敏度|可靠性高|降低值|灵敏度|改善电压|成本低|实用高|改善度|可靠性,,毫米波|电路,50.0
251,CN85200064U,邹先春,自动脱钩器,车站|码头|自动脱钩|林区|矿山|场合|广泛,克服弹簧,,车站|码头|林区|矿山|场合|广泛,50.0
252,CN85200032U,清华大学,射流—抽吸式空气集热器,空气集热器|供暖|射流|抽吸式|空调通风|太阳能空气集热|干燥,效率提高,,太阳能空气集热|供暖|空调通风|干燥,50.0
253,CN85200406U,首都钢铁公司,悬丝耦合弹性测量换能器,仪器仪表|耦合|悬丝|弹性测量|换能器|机械|电磁|传感器,,,机械|电磁|仪器仪表|传感器,50.0
254,CN85200086U,地质矿产部地质研究所,立体罗盘仪,地质|罗盘仪|工作|磁性|立体,较简便|较灵活简便|较灵活|使用简便,,地质|工作|磁性,50.0
255,CN85200175U,辽宁省大连市新金县四平镇农机厂,一种滚珠圆弧面蜗杆传动装置,圆弧面|蜗杆传动|滚珠,装效率|效率能力|制造方便|效率高|动效率高|自效率高|加工方便|效率强|高能力强|加方便|能力强|性能力强|强耐好|性效率,,圆弧面|蜗杆传动|滚珠,50.0
256,CN85200077U,鞍山市第二运输公司,等压式液位显示计量仪,液位显示|等压|储油罐|计量|液体容器|油料|储存|油罐,设置方便|准确量|准确出|压方便|计方便|本实用简单|准确显示|简单结构|压力准确|本用简单|实用简单,,液位显示|储油罐|油料|计量|液体容器|储存|油罐,50.0
257,CN85200158U,鞍山钢铁公司$$鞍钢冷轧薄板厂$$鞍山钢铁学院,双卷盘自调等张力卷取装置,连续剪切|卷取|带材|等张力|卷盘|收集,提高业率|提高成材率|操作简便|提高率|简便灵活,,连续剪切|收集|带材|边带,50.0
258,CN85200279U,徐州造纸厂,多功能选纸计数装置,多功能|计数,适应品种|正向适应|适应纸张|和适应,,造纸工业,50.0
259,CN85200130U,南京工学院,流化表面干燥制粉装置,原料液|流化|制粉|表面干燥,简单便|本简单紧凑|具有简单|本简单操|置结构简单|有结构简单|结构简便|简简便|简单紧凑|简单简便|简单操|装结构简单|本结构简单|本简单简便|结构简单|构简单|装置简单,,原料液,50.0
260,CN85200162U,柳金林,降低无功电流的电动机起动装置,无功电流|鼠笼型|电动机|异步电动机|起动|电器设备|自耦|降压|全压,降低量|降低容量|降低动|降低电流,,鼠笼型|异步电动机|起动|电器设备|自耦|降压|全压,50.0
261,CN85200335U,吴旦人,袖珍型折叠衣架,袖珍型|个人|旅行|折叠衣架|家庭用品,,,旅行|家庭用品|个人,50.0
262,CN85200371U,江苏省农业机械研究所,登杆工程车,登杆|车辆|工程车,实用适用|本实用适用|方方便|技术问题|锁方便,,登杆|车辆,50.0
263,CN85200411U,首都钢铁公司$$东北工学院,惯性共振概率筛,粒状物料|停车|筛分|惯性|适宜|共振|概率筛|振动|无滞后,,,粒状物料|停车|筛分|振动|适宜|无滞后,50.0
264,CN85200486U,陈源生,家用节煤热风炉,制造|热风炉|节煤|动态|平衡原理|家用,提高热|效率减|提高能|提效率|提高效|提高率|高减少|效率节能|提高热效|达效率,,家用|平衡原理|动态|制造,50.0
265,CN85200402U,首都钢铁公司,桥式起重机称量传感装置,称量|天车|桥式起重机|传感,准确高|称量准确|准确提高|量准确|准确率|和提高,,桥式起重|天车,50.0
266,CN85200713U,浙江大学,电动自行车电机,交通工具|电机|电动自行车,成本低等|工艺简单|制造简单|成本优|成本低,,交通工具,50.0
267,CN85200465U,孙克恂,推键式灯泡延寿节能开关,节能|推键|灯泡|照明|延寿,用节省电能|和节省|灯寿命|避免电流|开关简单|节省电能|避免过|使用寿命|构简单,,推键|床头|灯泡|照明|延寿,50.0
268,CN85203020U,新疆维吾尔族自治区石河子市第一中学,套管配接式几何体教学用具,套管|教学用具|个人|特别|学生|几何体|数学,构简单|零部件|部件简单,,教学用具|个人|特别|学生|几何体|数学,50.0
269,CN85200118U,浙江大学,一种新型胸前心电图测量电极,心电图|测量电极|新型|医用生物,方便小大|方便时|使用方便|方便测量|方便测|方便小,,医用生物,50.0
270,CN85200041U,清华大学,光导纤维检测风扇叶形装置,检测|风扇叶,操方便|读简单|结构简单|操作方便|清结构简单|清晰简单,,检测,50.0
271,CN85200044U,清华大学,大孔同轴度精密检测用的光电接收靶,精密检测|同轴度|大孔|光电接收,自动地,,同轴度|大孔,50.0
272,CN85200517U,东北师范大学,氯化锂温湿自动记录仪,数字化|自动记录仪|温湿|环境监测|氯化锂,提供数|重量轻|体积小高|体积小精度|提供环境|提供参数|小重量轻|小精度高|重量轻高|重量精度高|体积小|体积小轻|体积小重量,,数字化|环境监测,50.0
273,CN85200751U,王海平,立体锥形橡皮擦,锥形|橡皮擦|字迹|形状|立体,增加边|大增加|增加用,,,50.0
274,CN85200880U,张亚仁,一种带有肋片的锅,肋片|炊事,提高热|提利用率|提高能|能利用率|实用方便|本实用方便|提高率|利用率|提高利用率|节省燃料|新型方便|提高用,,炊事,50.0
275,CN85200790U,詹泉耿,三维垂直度仪,位置|三维垂直|机械零件|仪器|垂直度|检验|计量|长度,,,位置|机械零件|垂直度|仪器|检验|计量|长度,50.0
276,CN85201047U,天津市电车公司,家庭烹调采暖两用炉,家庭|采暖|特别|营业|烹调|商店|两用|面积|厨房用品|加热|管道|单元|散热片|小型|住户,增加部位|增加面积,,家庭|采暖|特别|营业|烹调|商店|面积|厨房用品|加热|管道|单元|散热片|小型|住户,50.0
277,CN85200887U,华中工学院$$武汉长虹模具厂$$武汉液压件厂,叶片泵,叶片泵,提高长比|延长寿命|率寿命|提效率|提高率效率|提高容积|提高效|提高率|效率寿命|提高寿命|高效率|提高率延|提高效率|高效长寿命|效率率,,,50.0
278,CN85200120U,浙江大学,低压旋流型煤浆雾化喷嘴,重要|储量|燃油|雾化喷嘴|代油|燃烧|旋流型|日益|紧张|煤浆|世界|供应|石油|低压|节约|化工原料,设计方便|计方便|无方便,,重要|储量|燃油|代油|燃烧|日益|紧张|煤浆|世界|供应|石油|节约|化工原料,50.0
279,CN85200002U,天津第二变压器厂,油田潜油电泵及其控制系统用三绕组变压器,三绕组变压器|电力|控制系统|油田|潜油电泵,降低费用|降低线路|降低投资|降低用|降低设备,,电力,50.0
280,CN85200066U,陕西省宝鸡岭北工业公司,独轮手扶拖拉机,独轮,牵引力|系统便于|用便于维修,,独轮,50.0
281,CN85200013U,清华大学,液—液膜分相萃取分离设备,液膜|萃取分离,增加膜|提高能|增加面积|增加积|提高能力,,,50.0
282,CN85200198U,鲁迅美术学院,多功能人体活动模型,多功能人体|造型|艺术|活动,大灵活|动灵活|有灵活性|最灵活,,艺术|造型,50.0
283,CN85200484U,湖南省机械研究所,轻型自动制动横臂起重机,横臂|自动制动|轻型|起重机|悬臂式,便安全|操方便|装卸料|方便整|方便用|操作方便|方便全,,悬臂式,50.0
284,CN85200246U,翟允,染发梳,染发梳,,,美容,50.0
285,CN85200606U,北京航空学院,活齿针轮减速机,减速机|传动装置|通用|针轮|机械|活齿,简单维修|简单容易|简单易高|简单容|标准化|简单易|结构简单|构简单,,机械|减速机|通用|传动装置,50.0
286,CN85200080U,庞涛,儿童学习板,石制|玩具|智力|儿童|用具|学龄前|木制|学习,增强用|及简单|增强力|增强玩|强耐好|可直接,,石制|玩具|智力|儿童|用具|学龄前|木制|学习,50.0
287,CN85200273U,大连化学工业公司,无针注射器,防疫|治疗|注射|注射器,简单用方便|用简单安全|构简单方便|剂量准确|大降低|使用简单|简单便|用本简单|简单安全|此结构简单|量准确|外结构简单|维修方便|无安全|结构方便|成本度|进安全|成本大|结构简单|构简单|简单方便|此外方便|简单维修|此外简单|使用安全|修方便,,防疫|注射|治疗,50.0
288,CN85200261U,南京工学院,微晶玻璃气体激光器,TE|uni|AD|mm|美国|105|有机材料|微晶玻璃|12|石英|气体激光器|杂志|Rapid|外壳|陶瓷|ac|CO2|19|AO|96|玻璃|Op|Co,稳定稳定性|稳定性好|稳定性性|稳定性性好|稳定性稳定|稳定好|热稳定|稳定性|性稳定性,,TE|uni|AD|mm|美国|有机材料|105|12|石英|杂志|外壳|ac|陶瓷|Rapid|CO2|19|AO|96|玻璃|Op|Co,50.0
289,CN85108484A,株式会社日立制作所,旅客传送机的栏杆,旅客|传送机|人行道|自动扶梯|栏杆|移动,简单制|简单撑|简单支撑|简单结构|简单行,,旅客|传送机|人行道|自动扶梯|栏杆|移动,50.0
290,CN85100621A,电子工业部第三研究所,数字时基校正器,校正器|DT|Tim|git|Co|Base,,,校正器|DT|Tim|git|Co|Base,50.0
291,CN85108209A,三菱电机株式会社,温度测量装置,温度测量|特别|测量|温度|变化|吸收光谱|边界|温度传感器|传感器,温度性|降低时|温度准确|发生准确|时间准确|无准确|长提供|准确输出|时间降低|特性准确|性降低|度特性降低|化特性|化降低|降低能|降低准确|提供准确|传感器|变化特性|能准确,,温度测量|特别|测量|温度|变化|吸收光谱|边界|温度传感器|传感器,50.0
292,CN85104264A,黄景开,通用包装板,通用|包装,装方便|时能方便|能方便|用时方便,,包装,50.0
293,CN85101005A,冶金工业部建筑研究总院,高压旋转干喷法和双管旋转干喷器,地基基础|加固|喷器|双管旋转|高压|地基加固|旋转|专用|喷法|改良|建筑物,提高倍|固紧强|强耐好|强提高,,加固|地基加固|专用|地基基础|改良|建筑物,50.0
294,CN85104157A,天津市轻工业化学研究所,一种眼部美容化妆品,眼部|美容,,,眼部|美容,50.0
295,CN85107760A,艾尔费拉瓦尔海洋电力工程公司,流动指示装置,流体通道|流体入口|流体出口|安排|面积|流通|通道|承托|改变|组件|活门组件|推动|壳体|流动|出口|安装|外壳|移动|壳件|连接|流体流|连续|入口|弹簧|流体流量|抵抗|指示,组增加|减少通道|增加通道|增加面积|增加积|内减少|内增加|增加道次,,流体通道|流体入口|流体出口|安排|面积|流通|通道|承托|改变|组件|活门组件|推动|壳体|出口|安装|外壳|移动|壳件|连接|流体流|连续|入口|弹簧|流体流量|抵抗|指示,50.0
296,CN85101916A,胡治飞,防近视报警装置,容易|距离|看书|报警装置|眼睛|近视|防近视|垂直|头部|书本|倾斜角度|时间|写字,简单用方便|具有简单|有结构简单|简单便|使用方便|构简单方便|结构方便|有简单方便|可自动|结构简单|构简单|简单方便,,容易|距离|看书|报警装置|眼睛|近视|防近视|垂直|头部|书本|倾斜角度|时间|写字,50.0
297,CN85105514A,北京泰科电子技术开发总公司,彩电立体化电路装置,立体化|电路|彩电,时增加差|增加方|增加用|增加法|时增加度|增加边|增加差|增加信号|增加度,,立体化|彩电,50.0
298,CN85104152A,孟宪芝,油粉混溶的化妆品,化妆|化妆品|油粉,,,化妆,50.0
299,CN85100104A,清华大学$$北京环宇电机厂,绕组位置最佳的方铁芯4极单相电机,位置|单相电机|最佳|铁芯|绕组,提高效|提高率|提效率,,单相电机|铁芯,50.0
300,CN85107867A,石家庄市自动化研究所,半导体整流器件动态分析仪和质量,分析方法|电性能测试仪|动态|动态参数|分析仪|半导体|整流器件,改进技术|提供技术|改进产品,,动态参数|电性能测试仪|半导体|整流器件,50.0
301,CN85108430A,杨光宇,单输入线多继电器组合控制装置,组合|组合控制|特别|控制电路|多继电器|单输入,降成本|节省资源|节省源|安装成本|简化操,,多继电器|特别|组合|控制电路,50.0
302,CN85100419A,上海建筑材料工业学院,坐式自行车,坐式,发方便|自行方便|具有安全|方便度成本|便安全|方便成本低|方便全强|方便安全低|成本低|省安全|有成本低|成本优|自方便|省力安全|方便成|方便安全强|方便全|全成本低|方便安全|度成本低|行成本低|方便低|舒适方便|省力方便|省成本|方便高|省成本低|省方便|方便安全高|安全强|强成本低|安全成本低|安全高|高成本|方便强|高成本低|成本低的|方便成本|强耐好,,坐式,50.0
303,CN85107483A,中国市政工程西北设计院,环式离心流量计,给水工程|处理|事业|流量计|工业污水处理|流量测量仪|独特|城市给排水|测量仪表|离心|环式|排水工程|环保|流体流量|生活|高浊度,冶金环保|化工环保|结构简单|构简单|广泛应用,,独特|处理|工业污水处理|排水工程|给水工程|生活|高浊度,50.0
304,CN85103010A,内蒙古自治区电子研究所,电脑控制的功率因数补偿方法及其使用的电脑功率因数补偿器,电脑控制|电脑|补偿器|电力电子|功率因数|补偿,高速精确|高精确|无精确,,电力电子,50.0
305,CN85109291A,国际标准电气公司,执行通讯协议转换的设备及方法,通讯协议|转换|执行|协议,降低能|降低能力,,通讯协议|转换|执行|协议,50.0
306,CN85100117A,清华大学,低水灰比净浆裹石混凝土工艺,包裹|水泥混凝土|净浆|石子|水灰比|搅拌工艺|混凝土,改善结构|显著改善|和节省|提高水|强节省|强提高|高节省|强耐好,,包裹|水泥混凝土|净浆|石子|搅拌工艺|水灰比,50.0
307,CN86100491A,美商贝洛特公司,自适应恒定匀浆机强度控制系统,常数|恒定|匀浆机|可调|强度|主驱动|测量数据|运转|控制系统|驱动电机|计算,,,常数|匀浆机|可调|主驱动|测量数据|运转|控制系统|驱动电机|计算,50.0
308,CN85103902A,巴马巴马尔机器制造股份公司,绕线机,缠绕|绕线机,避免用|避免上霉,,缠绕|人造纤维,50.0
309,CN86101273A,巴马格·巴默机器制造股份公司,卷曲机的加热装置,空气喷射|热空气|热塑|假捻|加热|连续|卷曲机上|变形|机上|卷曲,,,处理|空气喷射|热空气|热塑|假捻|连续|卷曲机上|变形|机上,50.0
310,CN85100016A,天津大学,扣式空气电池中空气电极的工艺,空气电池|空气电极|扣式,,,,25.0
311,CN85200203U,邵忠平,带有印章和印泥盒的钢笔,印章|钢笔|印泥盒,,,,25.0
312,CN85200004U,天津大学,PN结传感数字温度计,温度计|PN|传感,,,,25.0
313,CN85200635U,陈建刚,橡胶圈,,方便地访|能方便地|方便地育|方便起|能方便|方便地放|方便快速|能快速|方便地|方便地收|能方便快速|方便地撑|方便地升|方便快|方便地测|方便地输|方便胶,,,25.0
314,CN85200686U,外费尔特克斯电热印刷有限两和公司,在转印法中所用的印刷装置,带状材料|木材|印刷|陶瓷|不可|转印|材料|金属|塑料|板状,,,,25.0
315,CN85200140U,南京工学院,高效抽氢致冷机低温泵,高效|低温泵,,,,25.0
316,CN85200123U,南京工学院,一种电磁放气真空阀,真空阀|电磁,,,,25.0
317,CN85102331A,松下电器产业株式会社,电毯子,,可自动,,,25.0
318,pubid,,,,,,,0.0
319,CN85100284B,北京大学,光调制自动光测弹性应力的方法和装置,,,,,0.0
320,CN85104444A,王维奇,钢管混凝土结构与应用技术,,,,,0.0
